NetType	NetName
cnv	REGULATION_OF_NUCLEAR_SMAD2_3_SIGNALING
cnv	IL2-MEDIATED_SIGNALING_EVENTS
cnv	AMB2_INTEGRIN_SIGNALING
cnv	SIGNALING_EVENTS_MEDIATED_BY_PTP1B
cnv	REGULATION_OF_RETINOBLASTOMA_PROTEIN
cnv	CERAMIDE_SIGNALING_PATHWAY
cnv	CLASS_I_PI3K_SIGNALING_EVENTS_MEDIATED_BY_AKT
cnv	VALIDATED_TRANSCRIPTIONAL_TARGETS_OF_DELTANP63_ISOFORMS
cnv	INTEGRIN-LINKED_KINASE_SIGNALING
cnv	LISSENCEPHALY_GENE__LIS1__IN_NEURONAL_MIGRATION_AND_DEVELOPMENT
cnv	ERBB_RECEPTOR_SIGNALING_NETWORK
cnv	EPHRIN_B_REVERSE_SIGNALING
cnv	FOXA1_TRANSCRIPTION_FACTOR_NETWORK
cnv	P53_PATHWAY
cnv	PLASMA_MEMBRANE_ESTROGEN_RECEPTOR_SIGNALING
cnv	ENDOGENOUS_TLR_SIGNALING
cnv	IL8-_AND_CXCR2-MEDIATED_SIGNALING_EVENTS
cnv	ATF-2_TRANSCRIPTION_FACTOR_NETWORK
cnv	ANGIOPOIETIN_RECEPTOR_TIE2-MEDIATED_SIGNALING
cnv	ERBB4_SIGNALING_EVENTS
cnv	CALCINEURIN-REGULATED_NFAT-DEPENDENT_TRANSCRIPTION_IN_LYMPHOCYTES
cnv	FOXM1_TRANSCRIPTION_FACTOR_NETWORK
cnv	TCR_SIGNALING_IN_NAXVE_CD4plus_T_CELLS
cnv	IL8-_AND_CXCR1-MEDIATED_SIGNALING_EVENTS
cnv	EPHB_FORWARD_SIGNALING
cnv	SIGNALING_EVENTS_MEDIATED_BY_STEM_CELL_FACTOR_RECEPTOR__C-KIT_
cnv	SIGNALING_EVENTS_MEDIATED_BY_HDAC_CLASS_I
cnv	TNF_RECEPTOR_SIGNALING_PATHWAY
cnv	C-MYC_PATHWAY
cnv	VEGF_AND_VEGFR_SIGNALING_NETWORK
cnv	ERBB2_ERBB3_SIGNALING_EVENTS
cnv	FGF_SIGNALING_PATHWAY
cnv	BARD1_SIGNALING_EVENTS
cnv	SIGNALING_EVENTS_MEDIATED_BY_FOCAL_ADHESION_KINASE
cnv	HIF-2-ALPHA_TRANSCRIPTION_FACTOR_NETWORK
cnv	GLYPICAN_1_NETWORK
cnv	ALPHA6_BETA4_INTEGRIN-LIGAND_INTERACTIONS
cnv	SIGNALING_MEDIATED_BY_P38-GAMMA_AND_P38-DELTA
cnv	UROKINASE-TYPE_PLASMINOGEN_ACTIVATOR__UPA__AND_UPAR-MEDIATED_SIGNALING
cnv	HEDGEHOG_SIGNALING_EVENTS_MEDIATED_BY_GLI_PROTEINS
cnv	REGULATION_OF_RAC1_ACTIVITY
cnv	IL12_SIGNALING_MEDIATED_BY_STAT4
cnv	HIV-1_NEF:_NEGATIVE_EFFECTOR_OF_FAS_AND_TNF-ALPHA
cnv	TCR
cnv	BCR
cnv	IL1
cnv	IL2
cnv	IL3
cnv	IL4
cnv	IL5
cnv	IL6
cnv	IL-7
cnv	IL9
cnv	RANKL
cnv	TSH
cnv	TSLP
cnv	FSH
cnv	5HT1_TYPE_RECEPTOR_MEDIATED_SIGNALING_PATHWAY
cnv	5HT2_TYPE_RECEPTOR_MEDIATED_SIGNALING_PATHWAY
cnv	5HT3_TYPE_RECEPTOR_MEDIATED_SIGNALING_PATHWAY
cnv	5HT4_TYPE_RECEPTOR_MEDIATED_SIGNALING_PATHWAY
cnv	ADRENALINE_AND_NORADRENALINE_BIOSYNTHESIS
cnv	ALPHA_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY
cnv	ALZHEIMER_DISEASE-AMYLOID_SECRETASE_PATHWAY
cnv	ALZHEIMER_DISEASE-PRESENILIN_PATHWAY
cnv	ANGIOGENESIS
cnv	ANGIOTENSIN_II-STIMULATED_SIGNALING_THROUGH_G_PROTEINS_AND_BETA-ARRESTIN
cnv	APOPTOSIS_SIGNALING_PATHWAY
cnv	AXON_GUIDANCE_MEDIATED_BY_SLIT_ROBO
cnv	AXON_GUIDANCE_MEDIATED_BY_NETRIN
cnv	AXON_GUIDANCE_MEDIATED_BY_SEMAPHORINS
cnv	B_CELL_ACTIVATION
cnv	BETA1_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY
cnv	BETA3_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY
cnv	BLOOD_COAGULATION
cnv	CADHERIN_SIGNALING_PATHWAY
cnv	CHOLESTEROL_BIOSYNTHESIS
cnv	CORTOCOTROPIN_RELEASING_FACTOR_RECEPTOR_SIGNALING_PATHWAY
cnv	CYTOSKELETAL_REGULATION_BY_RHO_GTPASE
cnv	DNA_REPLICATION
cnv	DE_NOVO_PURINE_BIOSYNTHESIS
cnv	DE_NOVO_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_BIOSYNTHESIS
cnv	DE_NOVO_PYRIMIDINE_RIBONUCLEOTIDES_BIOSYTHESIS
cnv	PNAT
cnv	EGF_RECEPTOR_SIGNALING_PATHWAY
cnv	ENDOGENOUS_CANNABINOID_SIGNALING
cnv	UNTITLED
cnv	ENKEPHALIN_RELEASE
cnv	FAS_SIGNALING_PATHWAY
cnv	GABA-B_RECEPTOR_II_SIGNALING
cnv	GENERAL_TRANSCRIPTION_BY_RNA_POLYMERASE_I
cnv	GENERAL_TRANSCRIPTION_REGULATION
cnv	HEDGEHOG_SIGNALING_PATHWAY
cnv	HETEROTRIMERIC_G-PROTEIN_SIGNALING_PATHWAY-GI_ALPHA_AND_GS_ALPHA_MEDIATED_PATHWAY
cnv	HETEROTRIMERIC_G-PROTEIN_SIGNALING_PATHWAY-GQ_ALPHA_AND_GO_ALPHA_MEDIATED_PATHWAY
cnv	HETEROTRIMERIC_G-PROTEIN_SIGNALING_PATHWAY-ROD_OUTER_SEGMENT_PHOTOTRANSDUCTION
cnv	HISTAMINE_H1_RECEPTOR_MEDIATED_SIGNALING_PATHWAY
cnv	HUNTINGTON_DISEASE
cnv	HYPOXIA_RESPONSE_VIA_HIF_ACTIVATION
cnv	INFLAMMATION_MEDIATED_BY_CHEMOKINE_AND_CYTOKINE_SIGNALING_PATHWAY
cnv	INSULIN_IGF_PATHWAY-PROTEIN_KINASE_B_SIGNALING_CASCADE
cnv	INSULIN_IGF_PATHWAY-MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_MAP_KINASE_CASCADE
cnv	INTEGRIN_SIGNALLING_PATHWAY
cnv	INTERFERON-GAMMA_SIGNALING_PATHWAY
cnv	INTERLEUKIN_SIGNALING_PATHWAY
cnv	IONOTROPIC_GLUTAMATE_RECEPTOR_PATHWAY
cnv	JAK_STAT_SIGNALING_PATHWAY
cnv	METABOTROPIC_GLUTAMATE_RECEPTOR_GROUP_III_PATHWAY
cnv	METABOTROPIC_GLUTAMATE_RECEPTOR_GROUP_II_PATHWAY
cnv	METABOTROPIC_GLUTAMATE_RECEPTOR_GROUP_I_PATHWAY
cnv	MUSCARINIC_ACETYLCHOLINE_RECEPTOR_1_AND_3_SIGNALING_PATHWAY
cnv	MUSCARINIC_ACETYLCHOLINE_RECEPTOR_2_AND_4_SIGNALING_PATHWAY
cnv	NICOTINE_PHARMACODYNAMICS_PATHWAY
cnv	NICOTINIC_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY
cnv	OPIOID_PROENKEPHALIN_PATHWAY
cnv	OPIOID_PROOPIOMELANOCORTIN_PATHWAY
cnv	OXIDATIVE_STRESS_RESPONSE
cnv	OXYTOCIN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY
cnv	PDGF_SIGNALING_PATHWAY
cnv	PI3_KINASE_PATHWAY
cnv	PARKINSON_DISEASE
cnv	PLASMINOGEN_ACTIVATING_CASCADE
cnv	PURINE_METABOLISM
cnv	PYRIMIDINE_METABOLISM
cnv	PYRUVATE_METABOLISM
cnv	RAS_PATHWAY
cnv	SALVAGE_PYRIMIDINE_RIBONUCLEOTIDES
cnv	SYNAPTIC_VESICLE_TRAFFICKING
cnv	TGF-BETA_SIGNALING_PATHWAY
cnv	T_CELL_ACTIVATION
cnv	THYROTROPIN-RELEASING_HORMONE_RECEPTOR_SIGNALING_PATHWAY
cnv	TOLL_RECEPTOR_SIGNALING_PATHWAY
cnv	TRANSCRIPTION_REGULATION_BY_BZIP_TRANSCRIPTION_FACTOR
cnv	VEGF_SIGNALING_PATHWAY
cnv	VASOPRESSIN_SYNTHESIS
cnv	WNT_SIGNALING_PATHWAY
cnv	MRNA_SPLICING
cnv	P38_MAPK_PATHWAY
cnv	P53_PATHWAY_BY_GLUCOSE_DEPRIVATION
cnv	P53_PATHWAY_FEEDBACK_LOOPS_2
cnv	UBIQUITIN_PROTEASOME_PATHWAY
cnv	RNA_POLYMERASE_I_TRANSCRIPTION
cnv	DEFECTIVE_CYP4F22_CAUSES_ICHTHYOSIS,_CONGENITAL,_AUTOSOMAL_RECESSIVE_5__ARCI5_
cnv	INTERLEUKIN-7_SIGNALING
cnv	HDMS_DEMETHYLATE_HISTONES
cnv	REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS
cnv	SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE
cnv	PEROXISOMAL_LIPID_METABOLISM
cnv	REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE
cnv	GABA_RECEPTOR_ACTIVATION
cnv	PLATELET_HOMEOSTASIS
cnv	NCAM1_INTERACTIONS
cnv	CELL_JUNCTION_ORGANIZATION
cnv	SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS
cnv	VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS
cnv	CELL-EXTRACELLULAR_MATRIX_INTERACTIONS
cnv	PKA-MEDIATED_PHOSPHORYLATION_OF_CREB
cnv	NEGATIVE_REGULATION_OF_FGFR_SIGNALING
cnv	PRE-MRNA_SPLICING
cnv	DEFECTIVE_ALG2_CAUSES_ALG2-CDG__CDG-1I_
cnv	INACTIVATION,_RECOVERY_AND_REGULATION_OF_THE_PHOTOTRANSDUCTION_CASCADE
cnv	INSULIN_PROCESSING
cnv	FORMATION_OF_FIBRIN_CLOT__CLOTTING_CASCADE_
cnv	RHO_GTPASE_CYCLE
cnv	DAP12_INTERACTIONS
cnv	DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2
cnv	RECYCLING_OF_BILE_ACIDS_AND_SALTS
cnv	MEIOSIS
cnv	DEFECTIVE_CD320_CAUSES_METHYLMALONIC_ACIDURIA
cnv	NICOTINATE_METABOLISM
cnv	LATE_PHASE_OF_HIV_LIFE_CYCLE
cnv	SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL__GPI_
cnv	GABA_A_RECEPTOR_ACTIVATION
cnv	LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS
cnv	S_PHASE
cnv	GLUCURONIDATION
cnv	NEGATIVE_REGULATION_OF_TCF-DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS
cnv	UBIQUITIN-DEPENDENT_DEGRADATION_OF_CYCLIN_D
cnv	INHIBITION_OF_VOLTAGE_GATED_CA2plus_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS
cnv	CELL_DIVISION
cnv	FORMATION_OF_A_POOL_OF_FREE_40S_SUBUNITS
cnv	DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR__BCR_
cnv	PI3K_CASCADE
cnv	DEFECTIVE_CYP27B1_CAUSES_RICKETS_VITAMIN_D-DEPENDENT_1A__VDDR1A_
cnv	TGFBR1_KD_MUTANTS_IN_CANCER
cnv	XAV939_INHIBITS_TANKYRASE,_STABILIZING_AXIN
cnv	RNA_POLYMERASE_II_TRANSCRIPTION_INITIATION_AND_PROMOTER_CLEARANCE
cnv	MITOTIC_ANAPHASE
cnv	GENERATION_OF_SECOND_MESSENGER_MOLECULES
cnv	COHESIN_LOADING_ONTO_CHROMATIN
cnv	PKB-MEDIATED_EVENTS
cnv	DEFECTIVE_CHST14_CAUSES_EDS,_MUSCULOCONTRACTURAL_TYPE
cnv	PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR
cnv	SYNTHESIS,_SECRETION,_AND_INACTIVATION_OF_GLUCAGON-LIKE_PEPTIDE-1__GLP-1_
cnv	NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL
cnv	ERK_ACTIVATION
cnv	ACYL_CHAIN_REMODELLING_OF_PG
cnv	POLYMERASE_SWITCHING
cnv	SIGNALING_BY_NOTCH1
cnv	TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRON-CONTAINING_TRANSCRIPT
cnv	POST-ELONGATION_PROCESSING_OF_INTRON-CONTAINING_PRE-MRNA
cnv	INSULIN_RECEPTOR_SIGNALLING_CASCADE
cnv	DEFECTIVE_MTRR_CAUSES_METHYLMALONIC_ACIDURIA_AND_HOMOCYSTINURIA_TYPE_CBLE
cnv	FORMATION_OF_SENESCENCE-ASSOCIATED_HETEROCHROMATIN_FOCI__SAHF_
cnv	FGFR_LIGAND_BINDING_AND_ACTIVATION
cnv	SIGNALING_BY_WNT
cnv	G1_S_TRANSITION
cnv	APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS
cnv	NUCLEAR_ENVELOPE_REASSEMBLY
cnv	XENOBIOTICS
cnv	MYD88:MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE
cnv	SEROTONIN_RECEPTORS
cnv	SIGNALING_BY_BMP
cnv	SLC-MEDIATED_TRANSMEMBRANE_TRANSPORT
cnv	DEATH_RECEPTOR_SIGNALLING
cnv	DEFECTIVE_MUT_CAUSES_METHYLMALONIC_ACIDURIA_MUT_TYPE
cnv	REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN
cnv	ACTIVATED_TLR4_SIGNALLING
cnv	DEFECTIVE_BTD_CAUSES_BIOTIDINASE_DEFICIENCY
cnv	POLYMERASE_SWITCHING_ON_THE_C-STRAND_OF_THE_TELOMERE
cnv	DEFECTIVE_ALG12_CAUSES_ALG12-CDG__CDG-1G_
cnv	DEFECTIVE_HLCS_CAUSES_MULTIPLE_CARBOXYLASE_DEFICIENCY
cnv	PHAGOSOMAL_MATURATION__EARLY_ENDOSOMAL_STAGE_
cnv	CYTOSOLIC_SENSORS_OF_PATHOGEN-ASSOCIATED_DNA
cnv	FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC
cnv	ACTIVATION_OF_NICOTINIC_ACETYLCHOLINE_RECEPTORS
cnv	CS_DS_DEGRADATION
cnv	TGFBR2_MSI_FRAMESHIFT_MUTANTS_IN_CANCER
cnv	INTEGRATION_OF_ENERGY_METABOLISM
cnv	REDUCTION_OF_CYTOSOLIC_CAplusplus_LEVELS
cnv	HATS_ACETYLATE_HISTONES
cnv	VIF-MEDIATED_DEGRADATION_OF_APOBEC3G
cnv	RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION
cnv	WNT5A-DEPENDENT_INTERNALIZATION_OF_FZD2,_FZD5_AND_ROR2
cnv	TOLL_LIKE_RECEPTOR_3__TLR3__CASCADE
cnv	NUCLEAR_SIGNALING_BY_ERBB4
cnv	SPHINGOLIPID_METABOLISM
cnv	DEFECTIVE_B4GALT7_CAUSES_EDS,_PROGEROID_TYPE
cnv	MITOCHONDRIAL_TRNA_AMINOACYLATION
cnv	RNA_POLYMERASE_I_CHAIN_ELONGATION
cnv	DNA_REPLICATION_PRE-INITIATION
cnv	SIGNALING_BY_NOTCH2
cnv	TRANSLATION_INITIATION_COMPLEX_FORMATION
cnv	EPHB-MEDIATED_FORWARD_SIGNALING
cnv	INFLUENZA_LIFE_CYCLE
cnv	TOLL_LIKE_RECEPTOR_TLR1:TLR2_CASCADE
cnv	METABOLISM_OF_POLYAMINES
cnv	N-GLYCAN_ANTENNAE_ELONGATION
cnv	DEFECTIVE_B4GALT1_CAUSES_B4GALT1-CDG__CDG-2D_
cnv	DEFECTIVE_OPLAH_CAUSES_5-OXOPROLINASE_DEFICIENCY__OPLAHD_
cnv	SHC-RELATED_EVENTS_TRIGGERED_BY_IGF1R
cnv	BETA_DEFENSINS
cnv	GLYCOGEN_BREAKDOWN__GLYCOGENOLYSIS_
cnv	KSRP_DESTABILIZES_MRNA
cnv	FRS2-MEDIATED_ACTIVATION
cnv	RESOLUTION_OF_ABASIC_SITES__AP_SITES_
cnv	HEDGEHOG_LIGAND_BIOGENESIS
cnv	P53-INDEPENDENT_DNA_DAMAGE_RESPONSE
cnv	CONSTITUTIVE_PI3K_AKT_SIGNALING_IN_CANCER
cnv	P2Y_RECEPTORS
cnv	SHC1_EVENTS_IN_ERBB2_SIGNALING
cnv	SYNTHESIS_OF_PE
cnv	DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE
cnv	NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY
cnv	TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION
cnv	TRANSCRIPTION
cnv	ORPHAN_TRANSPORTERS
cnv	CELLULAR_RESPONSE_TO_HYPOXIA
cnv	CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE
cnv	REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA
cnv	PURINE_CATABOLISM
cnv	PHOSPHOLIPID_METABOLISM
cnv	MISCELLANEOUS_SUBSTRATES
cnv	COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING
cnv	S37_MUTANTS_OF_BETA-CATENIN_ARENT_PHOSPHORYLATED
cnv	PI-3K_CASCADE
cnv	SIGNALING_BY_FGFR1_FUSION_MUTANTS
cnv	SEMA3A_PAK_DEPENDENT_AXON_REPULSION
cnv	BMAL1:CLOCK,NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION
cnv	AMINE_COMPOUND_SLC_TRANSPORTERS
cnv	SIGNALING_BY_NOTCH
cnv	SYNTHESIS_OF_PA
cnv	DEGRADATION_OF_AXIN
cnv	SIGNALLING_TO_RAS
cnv	INACTIVATION_OF_APC_C_VIA_DIRECT_INHIBITION_OF_THE_APC_C_COMPLEX
cnv	TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM
cnv	ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT
cnv	SIGNALING_BY_HEDGEHOG
cnv	GPVI-MEDIATED_ACTIVATION_CASCADE
cnv	CHROMATIN_MODIFYING_ENZYMES
cnv	SHC1_EVENTS_IN_ERBB4_SIGNALING
cnv	MITOTIC_PROPHASE
cnv	RMTS_METHYLATE_HISTONE_ARGININES
cnv	MAPK_TARGETS__NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES
cnv	PEPTIDE_HORMONE_BIOSYNTHESIS
cnv	VXPX_CARGO-TARGETING_TO_CILIUM
cnv	MISMATCH_REPAIR__MMR__DIRECTED_BY_MSH2:MSH6__MUTSALPHA_
cnv	PRE-NOTCH_TRANSCRIPTION_AND_TRANSLATION
cnv	SCF-BETA-TRCP_MEDIATED_DEGRADATION_OF_EMI1
cnv	SMAD2_3_MH2_DOMAIN_MUTANTS_IN_CANCER
cnv	IRE1ALPHA_ACTIVATES_CHAPERONES
cnv	ZBP1_DAI__MEDIATED_INDUCTION_OF_TYPE_I_IFNS
cnv	FGFR1_LIGAND_BINDING_AND_ACTIVATION
cnv	GLUCOSE_TRANSPORT
cnv	PRC2_METHYLATES_HISTONES_AND_DNA
cnv	LOSS_OF_PROTEINS_REQUIRED_FOR_INTERPHASE_MICROTUBULE_ORGANIZATIONÊFROM_THE_CENTROSOME
cnv	DEFECTIVE_ACY1_CAUSES_ENCEPHALOPATHY
cnv	NEUROTRANSMITTER_RELEASE_CYCLE
cnv	ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS
cnv	SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE
cnv	OPSINS
cnv	NUCLEOTIDE_METABOLISM
cnv	SIGNALING_BY_SCF-KIT
cnv	G_BETA:GAMMA_SIGNALLING_THROUGH_PLC_BETA
cnv	TRAFFICKING_OF_AMPA_RECEPTORS
cnv	RNA_POLYMERASE_I_PROMOTER_CLEARANCE
cnv	CHONDROITIN_SULFATE_BIOSYNTHESIS
cnv	DEFECTIVE_CYP24A1_CAUSES_HYPERCALCEMIA,_INFANTILE__HCAI_
cnv	FGFR4_LIGAND_BINDING_AND_ACTIVATION
cnv	ACYL_CHAIN_REMODELLING_OF_PS
cnv	VEGFA-VEGFR2_PATHWAY
cnv	ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS
cnv	BASE_EXCISION_REPAIR
cnv	WNT5A-DEPENDENT_INTERNALIZATION_OF_FZD4
cnv	INCRETIN_SYNTHESIS,_SECRETION,_AND_INACTIVATION
cnv	MITOTIC_METAPHASE_AND_ANAPHASE
cnv	DEFECTIVE_AMN_CAUSES_HEREDITARY_MEGALOBLASTIC_ANEMIA_1
cnv	UNWINDING_OF_DNA
cnv	DOWNREGULATION_OF_TGF-BETA_RECEPTOR_SIGNALING
cnv	MMR
cnv	REGULATED_PROTEOLYSIS_OF_P75NTR
cnv	MPS_I_-_HURLER_SYNDROME
cnv	BIOTIN_TRANSPORT_AND_METABOLISM
cnv	PAUSING_AND_RECOVERY_OF_HIV_ELONGATION
cnv	NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE
cnv	RNA_POLYMERASE_II_HIV_PROMOTER_ESCAPE
cnv	CYTOSOLIC_IRON-SULFUR_CLUSTER_ASSEMBLY
cnv	CRMPS_IN_SEMA3A_SIGNALING
cnv	TRAFFICKING_OF_GLUR2-CONTAINING_AMPA_RECEPTORS
cnv	THE_CITRIC_ACID__TCA__CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT
cnv	HOST_INTERACTIONS_OF_HIV_FACTORS
cnv	SHC-MEDIATED_CASCADE
cnv	STRIATED_MUSCLE_CONTRACTION
cnv	ABC-FAMILY_PROTEINS_MEDIATED_TRANSPORT
cnv	CGMP_EFFECTS
cnv	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
cnv	FACILITATIVE_NAplus-INDEPENDENT_GLUCOSE_TRANSPORTERS
cnv	ACTIVATION_OF_BH3-ONLY_PROTEINS
cnv	XBP1_S__ACTIVATES_CHAPERONE_GENES
cnv	MITOCHONDRIAL_TRANSLATION_TERMINATION
cnv	DNA_REPAIR
cnv	INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS
cnv	RNA_POLYMERASE_II_TRANSCRIPTION
cnv	DSCAM_INTERACTIONS
cnv	G_ALPHA__Q__SIGNALLING_EVENTS
cnv	TRANSCRIPTION_OF_THE_HIV_GENOME
cnv	SYNTHESIS_OF_IP2,_IP,_AND_INS_IN_THE_CYTOSOL
cnv	CROSS-PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS__ENDOSOMES_
cnv	TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS
cnv	DIMERIZATION_OF_PROCASPASE-8
cnv	INHIBITION_OF_ADENYLATE_CYCLASE_PATHWAY
cnv	BILE_ACID_AND_BILE_SALT_METABOLISM
cnv	RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER
cnv	SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER
cnv	NORC_NEGATIVELY_REGULATES_RRNA_EXPRESSION
cnv	ANTIGEN_ACTIVATES_B_CELL_RECEPTOR__BCR__LEADING_TO_GENERATION_OF_SECOND_MESSENGERS
cnv	REMOVAL_OF_LICENSING_FACTORS_FROM_ORIGINS
cnv	SULFUR_AMINO_ACID_METABOLISM
cnv	AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION__TRANSAMINATION_
cnv	APC_C:CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B
cnv	ADHERENS_JUNCTIONS_INTERACTIONS
cnv	MPS_IV_-_MORQUIO_SYNDROME_A
cnv	DEFECTIVE_MPDU1_CAUSES_MPDU1-CDG__CDG-1F_
cnv	FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION
cnv	ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12
cnv	POTASSIUM_CHANNELS
cnv	INTERLEUKIN-6_SIGNALING
cnv	DEFECTIVE_B3GAT3_CAUSES_JDSSDHD
cnv	3_-UTR-MEDIATED_TRANSLATIONAL_REGULATION
cnv	AXIN_MISSENSE_MUTANTS_DESTABILIZE_THE_DESTRUCTION_COMPLEX
cnv	VITAMIN_B5__PANTOTHENATE__METABOLISM
cnv	SIGNALING_BY_OVEREXPRESSED_WILD-TYPE_EGFR_IN_CANCER
cnv	CIRCADIAN_CLOCK
cnv	PERK_REGULATES_GENE_EXPRESSION
cnv	TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS,_BILE_SALTS_AND_ORGANIC_ACIDS,_METAL_IONS_AND_AMINE_COMPOUNDS
cnv	ABORTIVE_ELONGATION_OF_HIV-1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT
cnv	SYNTHESIS_OF_DNA
cnv	VIRAL_MRNA_TRANSLATION
cnv	CELL_CYCLE_CHECKPOINTS
cnv	O-LINKED_GLYCOSYLATION_OF_MUCINS
cnv	ACTIVATION_OF_GABAB_RECEPTORS
cnv	PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS
cnv	ROLE_OF_DCC_IN_REGULATING_APOPTOSIS
cnv	UNBLOCKING_OF_NMDA_RECEPTOR,_GLUTAMATE_BINDING_AND_ACTIVATION
cnv	TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS
cnv	TAT-MEDIATED_HIV_ELONGATION_ARREST_AND_RECOVERY
cnv	DERMATAN_SULFATE_BIOSYNTHESIS
cnv	SIGNALING_BY_RHO_GTPASES
cnv	SMAD2_SMAD3:SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION
cnv	DEFECTIVE_CHST3_CAUSES_SEDCJD
cnv	L1CAM_INTERACTIONS
cnv	DEFECTIVE_CYP11A1_CAUSES_ADRENAL_INSUFFICIENCY,_CONGENITAL,_WITH_46,XY_SEX_REVERSAL__AICSR_
cnv	CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION
cnv	HORMONE_LIGAND-BINDING_RECEPTORS
cnv	REGULATION_OF_APC_C_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE
cnv	PLATELET_ADHESION_TO_EXPOSED_COLLAGEN
cnv	SIGNAL_REGULATORY_PROTEIN__SIRP__FAMILY_INTERACTIONS
cnv	DISEASES_OF_GLYCOSYLATION
cnv	SEMA3A-PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION
cnv	RNA_POLYMERASE_II_PRE-TRANSCRIPTION_EVENTS
cnv	NUCLEAR_EVENTS__KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_
cnv	DEFECTIVE_UGT1A1_CAUSES_HYPERBILIRUBINEMIA
cnv	STIMULI-SENSING_CHANNELS
cnv	PROCESSING_OF_CAPPED_INTRONLESS_PRE-MRNA
cnv	REPRODUCTION
